NDC,カテゴリー
446.2,天文学・宇宙科学 月 月の温度 月光 月相
446.3,天文学・宇宙科学 月 月の軌道 月の運動
446.4,天文学・宇宙科学 月 月面
446.5,天文学・宇宙科学 月 月の大気
446.6,天文学・宇宙科学 月 月のスペクトル
446.7,天文学・宇宙科学 月 月蝕
446.8,天文学・宇宙科学 月 月面図 月の写真
447.1,天文学・宇宙科学 彗星 流星 彗星
447.3,天文学・宇宙科学 彗星 流星 隕石 流星群 宇宙塵
447.4,天文学・宇宙科学 彗星 流星 黄道光 対日照
448.1,天文学・宇宙科学 地球 天文地理学 地球の定数
448.2,天文学・宇宙科学 地球 天文地理学 地熱 重力
448.3,天文学・宇宙科学 地球 天文地理学 地球の軌道 地球の自転
448.4,天文学・宇宙科学 地球 天文地理学 地球座標 経緯度
448.5,天文学・宇宙科学 地球 天文地理学 季節
448.6,天文学・宇宙科学 地球 天文地理学 潮汐
448.9,天文学・宇宙科学 地球 天文地理学 測地学 地図学
449.1,天文学・宇宙科学 時法 暦学 時刻測定 時差 天文時 太陽時
449.2,天文学・宇宙科学 時法 暦学 恒星時 恒星日 恒星月 恒星年
449.3,天文学・宇宙科学 時法 暦学 暦書
449.4,天文学・宇宙科学 時法 暦学 天文学的年代学
449.5,天文学・宇宙科学 時法 暦学 天体暦 天体位置表
449.8,天文学・宇宙科学 時法 暦学 各国の暦
450.9,地球科学・地学 自然地理
451.1,地球科学・地学 気象学 理論気象学 気象力学 気象熱力学
451.2,地球科学・地学 気象学 気象観測 気象測器 気象台 測候所
451.3,地球科学・地学 気象学 大気現象
451.4,地球科学・地学 気象学 風
451.5,地球科学・地学 気象学 大気の擾乱
451.6,地球科学・地学 気象学 凝結現象
451.7,地球科学・地学 気象学 大気中の光・電気・音響現象
451.8,地球科学・地学 気象学 気候学
451.9,地球科学・地学 気象学 気象図誌 気象統計 気候誌
452.2,地球科学・地学 海洋学 海洋誌
452.3,地球科学・地学 海洋学 海水
452.4,地球科学・地学 海洋学 海氷 氷山
452.5,地球科学・地学 海洋学 波浪 波浪誌 風浪 うねり 津波
452.6,地球科学・地学 海洋学 潮汐 潮流
452.7,地球科学・地学 海洋学 海流
452.8,地球科学・地学 海洋学 海底地形 海溝 海淵 大陸棚
452.9,地球科学・地学 海洋学 陸水学 水文学
453.2,地球科学・地学 地震学 地震誌 地震調査
453.3,地球科学・地学 地震学 地震観測 地震計
453.4,地球科学・地学 地震学 断層地震 地震津波
453.5,地球科学・地学 地震学 火山地震
453.6,地球科学・地学 地震学 陥落地震
453.8,地球科学・地学 地震学 火山学
453.9,地球科学・地学 地震学 温泉学 間歇泉
454.2,地球科学・地学 地形学 地形輪廻
454.3,地球科学・地学 地形学 侵蝕地形[小地形]
454.4,地球科学・地学 地形学 構造地形 断層 褶曲
454.5,地球科学・地学 地形学 山岳 山脈 山塊 山地
454.6,地球科学・地学 地形学 平原 扇状地 デルタ
454.7,地球科学・地学 地形学 大陸 島嶼 海岸線 潟 湾 岬
454.9,地球科学・地学 地形学 地形図誌 地形写真
455.1,地球科学・地学 地質学 日本
455.2,地球科学・地学 地質学 アジア・東洋
455.3,地球科学・地学 地質学 ヨーロッパ
455.4,地球科学・地学 地質学 アフリカ
455.5,地球科学・地学 地質学 北アメリカ
455.6,地球科学・地学 地質学 南アメリカ
455.7,地球科学・地学 地質学 オセアニア・南極地方
455.8,地球科学・地学 地質学 内因的地質営力
455.9,地球科学・地学 地質学 外因的地質営力
456.2,地球科学・地学 地史学 層位学 先カンブリア紀
456.3,地球科学・地学 地史学 層位学 古生代
456.5,地球科学・地学 地史学 層位学 中生代
456.6,地球科学・地学 地史学 層位学 新生代
456.7,地球科学・地学 地史学 層位学 第三紀
456.8,地球科学・地学 地史学 層位学 第四紀
456.9,地球科学・地学 地史学 層位学 各地の地層
457.2,地球科学・地学 古生物学 化石 化石誌
457.3,地球科学・地学 古生物学 化石 層位古生物学
457.7,地球科学・地学 古生物学 化石 古植物学 植物化石
457.8,地球科学・地学 古生物学 化石 古動物学 動物化石
458.1,地球科学・地学 岩石学 一般岩石学
458.2,地球科学・地学 岩石学 岩石誌
458.6,地球科学・地学 岩石学 火成岩
458.7,地球科学・地学 岩石学 堆積岩[水成岩]
458.8,地球科学・地学 岩石学 変成岩
458.9,地球科学・地学 岩石学 応用地質学 鉱床学
459.1,地球科学・地学 鉱物学 一般鉱物学
459.2,地球科学・地学 鉱物学 鉱物誌
459.3,地球科学・地学 鉱物学 元素鉱物
459.4,地球科学・地学 鉱物学 硫化鉱物
459.5,地球科学・地学 鉱物学 酸化鉱物
459.6,地球科学・地学 鉱物学 複化合鉱物 酸塩類鉱物
459.7,地球科学・地学 鉱物学 宝石
459.8,地球科学・地学 鉱物学 隕鉄 隕石
459.9,地球科学・地学 鉱物学 結晶学
460.7,生物科学・一般生物学 研究法 指導法 生物学教育
460.8,生物科学・一般生物学 叢書 全集 選集
461.1,生物科学・一般生物学 理論生物学 生命論 生物哲学 生命の本質 生と死
461.6,生物科学・一般生物学 理論生物学 生命論 生命の起原 生気説
461.9,生物科学・一般生物学 理論生物学 生命論 数理生物学
462.1,生物科学・一般生物学 生物地理 生物誌 日本
462.2,生物科学・一般生物学 生物地理 生物誌 アジア・東洋
462.3,生物科学・一般生物学 生物地理 生物誌 ヨーロッパ
462.4,生物科学・一般生物学 生物地理 生物誌 アフリカ
462.5,生物科学・一般生物学 生物地理 生物誌 北アメリカ
462.6,生物科学・一般生物学 生物地理 生物誌 南アメリカ
462.7,生物科学・一般生物学 生物地理 生物誌 オセアニア・南極地方
462.9,生物科学・一般生物学 生物地理 生物誌 天然記念物
463.2,生物科学・一般生物学 細胞学 原形質
463.3,生物科学・一般生物学 細胞学 細胞質 中心体
463.4,生物科学・一般生物学 細胞学 細胞核 染色体
463.5,生物科学・一般生物学 細胞学 細胞分裂 増殖 倍数性
463.6,生物科学・一般生物学 細胞学 細胞生理学
463.7,生物科学・一般生物学 細胞学 形態学 組織学
463.8,生物科学・一般生物学 細胞学 発生学
463.9,生物科学・一般生物学 細胞学 生理学
464.1,生物科学・一般生物学 生化学 分子生物学 放射線生物学
464.2,生物科学・一般生物学 生化学 蛋白質
464.3,生物科学・一般生物学 生化学 糖質 炭水化物
464.4,生物科学・一般生物学 生化学 脂質 リポイド[糖脂質]
464.5,生物科学・一般生物学 生化学 酵素
464.6,生物科学・一般生物学 生化学 アルカロイド[植物塩基]
464.7,生物科学・一般生物学 生化学 その他の有機成分
464.8,生物科学・一般生物学 生化学 無機成分
464.9,生物科学・一般生物学 生化学 生物物理学
465.1,生物科学・一般生物学 微生物学 形態学
465.3,生物科学・一般生物学 微生物学 生理学
465.4,生物科学・一般生物学 微生物学 化学
465.5,生物科学・一般生物学 微生物学 抗原 抗体 抗毒素
465.7,生物科学・一般生物学 微生物学 発光微生物
465.8,生物科学・一般生物学 微生物学 各論
467.1,生物科学・一般生物学 遺伝学 理論遺伝学 統計遺伝学
467.2,生物科学・一般生物学 遺伝学 実験遺伝学 遺伝子
467.3,生物科学・一般生物学 遺伝学 細胞遺伝学 性染色体
467.4,生物科学・一般生物学 遺伝学 変異
467.5,生物科学・一般生物学 遺伝学 進化論
468.2,生物科学・一般生物学 生態学 環境要素
468.3,生物科学・一般生物学 生態学 生物の適応
468.4,生物科学・一般生物学 生態学 群落 群生 群棲 共生 寄生
468.5,生物科学・一般生物学 生態学 生物季節
468.6,生物科学・一般生物学 生態学 プランクトン[浮遊生物]
468.8,生物科学・一般生物学 生態学 海洋生物学
469.2,生物科学・一般生物学 人類学 人類の起原 化石人類 原人 原始人類
469.3,生物科学・一般生物学 人類学 人類の移動と接触
469.4,生物科学・一般生物学 人類学 形質人類学
469.5,生物科学・一般生物学 人類学 人体測定学
469.6,生物科学・一般生物学 人類学 人種学 人種系統 人種分類学
469.7,生物科学・一般生物学 人類学 先史学
469.8,生物科学・一般生物学 人類学 地理区分できない人種
469.9,生物科学・一般生物学 人類学 人種誌
470.7,植物学 研究法 指導法 植物学教育
470.9,植物学 植物保護
471.1,植物学 一般植物学 植物形態学 植物解剖学
471.2,植物学 一般植物学 植物発生学
471.3,植物学 一般植物学 植物生理学
471.4,植物学 一般植物学 植物化学 光合成
471.6,植物学 一般植物学 植物病理学
471.7,植物学 一般植物学 植物生態学
471.8,植物学 一般植物学 植物分類学
471.9,植物学 一般植物学 応用植物学 有毒植物
472.1,植物学 植物地理 植物誌 日本
472.2,植物学 植物地理 植物誌 アジア・東洋
472.3,植物学 植物地理 植物誌 ヨーロッパ
472.4,植物学 植物地理 植物誌 アフリカ
472.5,植物学 植物地理 植物誌 北アメリカ
472.6,植物学 植物地理 植物誌 南アメリカ
472.7,植物学 植物地理 植物誌 オセアニア・南極地方
472.8,植物学 植物地理 植物誌 植物区系 フロラ
472.9,植物学 植物地理 植物誌 天然記念物
473.2,植物学 葉状植物 分裂植物
473.3,植物学 葉状植物 変形菌類[粘菌植物]
473.4,植物学 葉状植物 鞭毛藻類[鞭毛植物]
473.5,植物学 葉状植物 双鞭毛藻類
473.6,植物学 葉状植物 珪鞭毛藻類
473.7,植物学 葉状植物 珪藻植物
473.8,植物学 葉状植物 接合藻類[接合植物]
474.2,植物学 藻類 菌類 緑藻植物
474.3,植物学 藻類 菌類 輪藻植物
474.4,植物学 藻類 菌類 褐藻植物
474.5,植物学 藻類 菌類 紅藻植物
474.6,植物学 藻類 菌類 藻菌植物
474.7,植物学 藻類 菌類 子嚢菌植物
474.8,植物学 藻類 菌類 担子菌植物
474.9,植物学 藻類 菌類 地衣類
475.2,植物学 コケ植物[蘚苔類] タイ類[ゼニゴケ類]
475.3,植物学 コケ植物[蘚苔類] ゼニゴケ目
475.4,植物学 コケ植物[蘚苔類] ツノゴケ目
475.5,植物学 コケ植物[蘚苔類] ウロコゴケ目
475.6,植物学 コケ植物[蘚苔類] セン類[スギゴケ類]
475.7,植物学 コケ植物[蘚苔類] ミズゴケ類
475.8,植物学 コケ植物[蘚苔類] クロゴケ類
475.9,植物学 コケ植物[蘚苔類] カサゴケ類
476.3,植物学 シダ植物 トクサ類
476.4,植物学 シダ植物 ヒカゲノカズラ類[石松子]
476.5,植物学 シダ植物 マツバラン類
476.6,植物学 シダ植物 ミズニラ類
476.7,植物学 シダ植物 真嚢シダ類
476.8,植物学 シダ植物 真正シダ類
476.9,植物学 シダ植物 水生シダ類
478.3,植物学 裸子植物 ソテツ類
478.4,植物学 裸子植物 ベネチテス類
478.5,植物学 裸子植物 イチョウ類
478.6,植物学 裸子植物 松柏類 針葉類 毬果類
478.7,植物学 裸子植物 マオウ類
479.3,植物学 被子植物 単子葉植物
479.4,植物学 被子植物 双子葉植物
479.5,植物学 被子植物 離弁花類[古生花被類]
479.9,植物学 被子植物 合弁花類[後生花被類]
480.7,動物学 研究法 指導法 動物学教育
480.9,動物学 動物保護
481.1,動物学 一般動物学 動物形態学 動物解剖学
481.2,動物学 一般動物学 動物発生学
481.3,動物学 一般動物学 動物生理学
481.4,動物学 一般動物学 動物化学
481.7,動物学 一般動物学 動物生態学
481.8,動物学 一般動物学 動物分類学
481.9,動物学 一般動物学 応用動物学
482.1,動物学 動物地理 動物誌 日本
482.2,動物学 動物地理 動物誌 アジア・東洋
482.3,動物学 動物地理 動物誌 ヨーロッパ
482.4,動物学 動物地理 動物誌 アフリカ
482.5,動物学 動物地理 動物誌 北アメリカ
482.6,動物学 動物地理 動物誌 南アメリカ
482.7,動物学 動物地理 動物誌 オセアニア・南極地方
482.8,動物学 動物地理 動物誌 動物区系
482.9,動物学 動物地理 動物誌 天然記念物
483.1,動物学 無脊椎動物 原生動物
483.2,動物学 無脊椎動物 海綿動物
483.3,動物学 無脊椎動物 腔腸動物
483.4,動物学 無脊椎動物 扁形動物
483.5,動物学 無脊椎動物 紐形動物
483.6,動物学 無脊椎動物 輪形動物
483.7,動物学 無脊椎動物 線形動物
483.8,動物学 無脊椎動物 毛顎動物
483.9,動物学 無脊椎動物 環形動物
484.3,動物学 軟体動物 貝類学 双神経類[ひざらがい類]
484.4,動物学 軟体動物 貝類学 斧足類[二枚貝類]
484.5,動物学 軟体動物 貝類学 掘足類
484.6,動物学 軟体動物 貝類学 腹足類[巻貝の類]
484.7,動物学 軟体動物 貝類学 頭足類
484.8,動物学 軟体動物 貝類学 前肛動物[擬軟体動物
484.9,動物学 軟体動物 貝類学 棘皮動物
485.3,動物学 節足動物 甲殻類
485.4,動物学 節足動物 原気管類[軟脚類]
485.5,動物学 節足動物 皆脚類
485.6,動物学 節足動物 剣尾類
485.7,動物学 節足動物 蛛形類
485.8,動物学 節足動物 多足類
485.9,動物学 節足動物 原索動物
486.1,動物学 昆虫類 一般昆虫学
486.2,動物学 昆虫類 無翅類
486.3,動物学 昆虫類 有翅類
486.4,動物学 昆虫類 直翅目[バッタ目]
486.5,動物学 昆虫類 カメムシ目[半翅目]
486.6,動物学 昆虫類 甲虫類[鞘翅目]
486.7,動物学 昆虫類 ハチ目[膜翅目]
486.8,動物学 昆虫類 チョウ目[鱗翅目
486.9,動物学 昆虫類 ハエ目[双翅目]
487.4,動物学 脊椎動物 円口類
487.5,動物学 脊椎動物 魚類
487.6,動物学 脊椎動物 硬骨魚類
487.8,動物学 脊椎動物 両棲類
487.9,動物学 脊椎動物 爬虫類
488.1,動物学 鳥類 一般鳥学
488.2,動物学 鳥類 鳥類誌
488.3,動物学 鳥類 ダチョウ目[平胸目] 走禽類
488.4,動物学 鳥類 ニワトリ目[鶉鶏目]
488.5,動物学 鳥類 ツル目 渉禽類
488.6,動物学 鳥類 ウミスズメ目 游禽類
488.7,動物学 鳥類 ワシタカ目 猛禽類
488.8,動物学 鳥類 オウム目 攀禽類
488.9,動物学 鳥類 ブッポウソウ目
489.2,動物学 哺乳類 単孔目
489.3,動物学 哺乳類 有袋目
489.5,動物学 哺乳類 食肉目
489.6,動物学 哺乳類 クジラ目
489.7,動物学 哺乳類 ゾウ目[長鼻目]
489.8,動物学 哺乳類 奇蹄目
489.9,動物学 哺乳類 霊長目
490.1,医学哲学
490.7,医学 研究法 指導法 医学教育
490.9,医学 東洋医学 漢方医学 古方 蘭方
491.1,医学 基礎医学 解剖学
491.2,医学 基礎医学 発生学 胎生学
491.3,医学 基礎医学 生理学
491.4,医学 基礎医学 生化学
491.5,医学 基礎医学 薬理学[薬物学]
491.6,医学 基礎医学 病理学
491.7,医学 基礎医学 細菌学 病理微生物学
491.8,医学 基礎医学 免疫学
491.9,医学 基礎医学 寄生虫学
492.1,医学 臨床医学 診断・治療 診断学 臨床検査法
492.2,医学 臨床医学 診断・治療 対症療法 技術療法 処置と予後
492.3,医学 臨床医学 診断・治療 化学療法 薬物療法
492.4,医学 臨床医学 診断・治療 放射線医学
492.5,医学 臨床医学 診断・治療 理学療法[物理療法] 自然療法
492.6,医学 臨床医学 診断・治療 食餌療法
492.7,医学 臨床医学 診断・治療 マッサージ 機械療法
492.8,医学 臨床医学 診断・治療 医療機器・装置
492.9,医学 臨床医学 診断・治療 看護学 各科看護法 看護婦試験
493.1,医学 内科学 全身病
493.2,医学 内科学 循環器疾患
493.3,医学 内科学 呼吸器疾患
493.4,医学 内科学 消化器疾患
493.5,医学 内科学 泌尿生殖器疾患
493.6,医学 内科学 運動器疾患
493.7,医学 内科学 神経科学 精神医学
493.8,医学 内科学 感染症 伝染病学
493.9,医学 内科学 小児科学
494.2,医学 外科学 診断 治療 手術
494.3,医学 外科学 損傷[外傷]
494.4,医学 外科学 炎症
494.5,医学 外科学 腫瘍 肉腫 癌
494.6,医学 外科学 局所外科学
494.7,医学 外科学 整形外科学
494.8,医学 外科学 皮膚科学 皮膚・脂腺・毛髪・爪の疾患
494.9,医学 外科学 泌尿器科学 男性性器疾患
495.1,医学 婦人科学 産科学 解剖 生理 病理
495.2,医学 婦人科学 産科学 診断 治療
495.3,医学 婦人科学 産科学 婦人の衛生 女子性病
495.4,医学 婦人科学 産科学 女性性器の疾患[婦人病]
495.5,医学 婦人科学 産科学 産科学
495.6,医学 婦人科学 産科学 妊娠の生理・衛生・病理
495.7,医学 婦人科学 産科学 出産 難産 異常分娩 無痛分娩
495.8,医学 婦人科学 産科学 産褥 産褥熱
495.9,医学 婦人科学 産科学 助産学 助産婦
496.1,医学 眼科学 耳鼻咽喉科学 目の解剖・生理・病理
496.2,医学 眼科学 耳鼻咽喉科学 目の診断・治療 眼科検査法
496.3,医学 眼科学 耳鼻咽喉科学 目の疾患
496.4,医学 眼科学 耳鼻咽喉科学 視機能とその異常・検査
496.5,医学 眼科学 耳鼻咽喉科学 耳鼻咽喉科学
496.6,医学 眼科学 耳鼻咽喉科学 耳科学 聴器疾患
496.7,医学 眼科学 耳鼻咽喉科学 鼻科学 鼻疾患
496.8,医学 眼科学 耳鼻咽喉科学 咽頭 喉頭 口腔
496.9,医学 眼科学 耳鼻咽喉科学 音声・言語障害 吃音
497.1,医学 歯科学 歯の解剖・生理・病理
497.2,医学 歯科学 歯の疾患・診断・検査・治療
497.3,医学 歯科学 歯科外科学 口腔外科
497.4,医学 歯科学 歯科保存学 歯牙充填法 抜歯術
497.5,医学 歯科学 歯科補綴学
497.6,医学 歯科学 歯科矯正学
497.7,医学 歯科学 小児歯科
497.8,医学 歯科学 歯科材料・器械 歯科理工学
497.9,医学 歯科学 口腔衛生 歯の衛生
498.1,医学 衛生学 公衆衛生 予防医学 衛生行政 厚生行政
498.2,医学 衛生学 公衆衛生 予防医学 民族衛生 優生学 家族計画 産児制限
498.3,医学 衛生学 公衆衛生 予防医学 個人衛生 健康法
498.4,医学 衛生学 公衆衛生 予防医学 環境衛生
498.5,医学 衛生学 公衆衛生 予防医学 食品 栄養
498.6,医学 衛生学 公衆衛生 予防医学 疫学 防疫
498.7,医学 衛生学 公衆衛生 予防医学 小児衛生 母子衛生
498.8,医学 衛生学 公衆衛生 予防医学 労働衛生 産業衛生
498.9,医学 衛生学 公衆衛生 予防医学 法医学
499.1,医学 薬学 医薬品
499.2,医学 薬学 薬効学 化学的薬理学 処方学
499.3,医学 薬学 薬化学
499.4,医学 薬学 薬品試験 毒物試験
499.5,医学 薬学 薬品製造 薬工学 製薬学
499.6,医学 薬学 薬剤学 調剤 製剤
499.7,医学 薬学 家庭薬 民間薬 売薬
499.8,医学 薬学 生薬学 和漢薬
499.9,医学 薬学 本草学
501.1,技術・工学 工業基礎学 工業数学[応用数学]
501.2,技術・工学 工業基礎学 工業物理学[応用物理学]
501.3,技術・工学 工業基礎学 応用力学
501.4,技術・工学 工業基礎学 工業材料 材料科学
501.5,技術・工学 工業基礎学 材料試験・試験機
501.6,技術・工学 工業基礎学 工業動力 エネルギー
501.8,技術・工学 工業基礎学 工業デザイン 計装 製図 人間工学
501.9,技術・工学 工業基礎学 オートメーション 自動制御工学
502.1,技術・工学 技術史 工学史 日本
502.2,技術・工学 技術史 工学史 アジア・東洋
502.3,技術・工学 技術史 工学史 ヨーロッパ
502.4,技術・工学 技術史 工学史 アフリカ
502.5,技術・工学 技術史 工学史 北アメリカ
502.6,技術・工学 技術史 工学史 南アメリカ
502.7,技術・工学 技術史 工学史 オセアニア・南極地方
507.1,技術・工学 研究法 指導法 技術教育 特許 発明 考案
507.2,技術・工学 研究法 指導法 技術教育 工業所有権
507.3,技術・工学 研究法 指導法 技術教育 技術士
507.6,技術・工学 研究法 指導法 技術教育 研究・実験施設
507.7,技術・工学 研究法 指導法 技術教育 研究法 教育法 技術教育 工業教育
507.9,技術・工学 研究法 指導法 技術教育 科学玩具 模型工作
509.1,技術・工学 工業 工業経済 工業政策 工業行政・法令
509.2,技術・工学 工業 工業経済 工業史・事情
509.3,技術・工学 工業 工業経済 工業金融 工業資金 設備資金
509.4,技術・工学 工業 工業経済 経営形態
509.5,技術・工学 工業 工業経済 工業経営 工場経営
509.6,技術・工学 工業 工業経済 生産管理 生産工学 管理工学
509.7,技術・工学 工業 工業経済 人事管理
509.8,技術・工学 工業 工業経済 工業災害 労働災害 工場安全
510.9,建設工学・土木工学 建設工業 土木事業
511.2,建設工学・土木工学 土木力学 建設材料 土木地質学 地質工学
511.3,建設工学・土木工学 土木力学 建設材料 土質力学 土質工学
511.4,建設工学・土木工学 土木力学 建設材料 建設材料 土木材料
511.5,建設工学・土木工学 土木力学 建設材料 石構造
511.6,建設工学・土木工学 土木力学 建設材料 木構造
511.7,建設工学・土木工学 土木力学 建設材料 コンクリート コンクリート工学
512.1,建設工学・土木工学 測量 距離測量
512.2,建設工学・土木工学 測量 平板測量
512.3,建設工学・土木工学 測量 コンパス測量
512.4,建設工学・土木工学 測量 トランシット測量
512.5,建設工学・土木工学 測量 水準測量 高低測量
512.6,建設工学・土木工学 測量 三角測量
512.7,建設工学・土木工学 測量 航空測量 写真測量
512.8,建設工学・土木工学 測量 面積と体積の計算法 曲線設定 製図
513.1,建設工学・土木工学 土木設計・施工法 土木設計 土木計算 土木製図
513.3,建設工学・土木工学 土木設計・施工法 土工
513.4,建設工学・土木工学 土木設計・施工法 基礎工
513.6,建設工学・土木工学 土木設計・施工法 伏樋 下水渠 溝
513.7,建設工学・土木工学 土木設計・施工法 擁壁工 アーチ工
513.8,建設工学・土木工学 土木設計・施工法 建設機械 土木機械
514.1,建設工学・土木工学 道路工学 道路設計・計画
514.2,建設工学・土木工学 道路工学 道路の構造・材料・施工法
514.3,建設工学・土木工学 道路工学 砂利道 砕石道 マカダム道
514.4,建設工学・土木工学 道路工学 道路の舗装 舗装工学
514.6,建設工学・土木工学 道路工学 高速道路 自動車専用路
514.7,建設工学・土木工学 道路工学 地下道 高架道路[歩道橋]
514.8,建設工学・土木工学 道路工学 道路の維持・管理
514.9,建設工学・土木工学 道路工学 トンネル工学 隧道
515.1,建設工学・土木工学 橋梁工学 橋梁力学 設計 材料 計算 製図
515.2,建設工学・土木工学 橋梁工学 基礎工 橋台 橋脚
515.3,建設工学・土木工学 橋梁工学 上部構造
515.4,建設工学・土木工学 橋梁工学 上部構造の主材による橋梁
515.5,建設工学・土木工学 橋梁工学 構造形式による各種の橋梁
515.7,建設工学・土木工学 橋梁工学 用途による各種の橋梁
515.8,建設工学・土木工学 橋梁工学 橋梁の維持・管理
516.1,建設工学・土木工学 鉄道工学 線路選定・建設
516.2,建設工学・土木工学 鉄道工学 軌道力学 軌道構造・材料
516.3,建設工学・土木工学 鉄道工学 分岐器
516.4,建設工学・土木工学 鉄道工学 保線 保線作業
516.5,建設工学・土木工学 鉄道工学 鉄道停車場
516.6,建設工学・土木工学 鉄道工学 鉄道信号 保安装置
516.7,建設工学・土木工学 鉄道工学 高速鉄道
516.8,建設工学・土木工学 鉄道工学 特殊構造の鉄道
517.1,建設工学・土木工学 河海工学 河川工学 水理学
517.2,建設工学・土木工学 河海工学 河川工学 河川誌 治水誌 調査工事報告
517.3,建設工学・土木工学 河海工学 河川工学 浚渫 埋立 干拓
517.4,建設工学・土木工学 河海工学 河川工学 洪水 水害誌
517.5,建設工学・土木工学 河海工学 河川工学 治水工学 高水工事 砂防工事
517.6,建設工学・土木工学 河海工学 河川工学 運河 河口改良 疏水 低水工事 水利工学
517.7,建設工学・土木工学 河海工学 河川工学 ダム[堰堤] ダム付帯施設 発電水力
517.8,建設工学・土木工学 河海工学 河川工学 海岸 港湾
517.9,建設工学・土木工学 河海工学 河川工学 空港
518.1,建設工学・土木工学 衛生工学 都市工学 上水道 水道工学 水道事業
518.2,建設工学・土木工学 衛生工学 都市工学 下水道 下水工学 都市排水
518.5,建設工学・土木工学 衛生工学 都市工学 都市衛生
518.8,建設工学・土木工学 衛生工学 都市工学 都市計画
519.1,建設工学・土木工学 公害 環境工学 公害・環境行政 法令
519.2,建設工学・土木工学 公害 環境工学 公害史・事情
519.3,建設工学・土木工学 公害 環境工学 大気汚染
519.4,建設工学・土木工学 公害 環境工学 水質汚濁 海洋汚染
519.5,建設工学・土木工学 公害 環境工学 土壌汚染
519.6,建設工学・土木工学 公害 環境工学 騒音 振動
519.7,建設工学・土木工学 公害 環境工学 産業廃棄物
519.8,建設工学・土木工学 公害 環境工学 環境保全 自然保護
519.9,建設工学・土木工学 公害 環境工学 防災科学 防災工学
520.7,建築学 研究法 指導法 建築教育
520.8,建築学 叢書 全集 選集
520.9,建築学 建築業 建築経済
521.2,建築学 日本の建築 原始時代
521.3,建築学 日本の建築 古代
521.4,建築学 日本の建築 中世
521.5,建築学 日本の建築 近世
521.6,建築学 日本の建築 近代
521.8,建築学 日本の建築 各種の日本建築 国宝・重要文化財の建造物
521.9,建築学 日本の建築 洋館
522.1,建築学 東洋の建築 アジアの建築 朝鮮
522.2,建築学 東洋の建築 アジアの建築 中国
522.3,建築学 東洋の建築 アジアの建築 東南アジア
522.5,建築学 東洋の建築 アジアの建築 インド
522.6,建築学 東洋の建築 アジアの建築 西南アジア
522.7,建築学 東洋の建築 アジアの建築 西南アジア
522.9,建築学 東洋の建築 アジアの建築 中央アジア 北アジア
523.1,建築学 西洋の建築 その他の様式の建築 日本
523.2,建築学 西洋の建築 その他の様式の建築 アジア・東洋
523.3,建築学 西洋の建築 その他の様式の建築 ヨーロッパ
523.4,建築学 西洋の建築 その他の様式の建築 アフリカ
523.5,建築学 西洋の建築 その他の様式の建築 北アメリカ
523.6,建築学 西洋の建築 その他の様式の建築 南アメリカ
523.7,建築学 西洋の建築 その他の様式の建築 オセアニア・南極地方
524.1,建築学 建築構造 構造力学 建築力学
524.2,建築学 建築構造 建築材料
524.3,建築学 建築構造 基礎 地業
524.4,建築学 建築構造 ブロック構造 組積構造
524.5,建築学 建築構造 木構造 木造建築 架構式構造
524.6,建築学 建築構造 鉄骨構造
524.7,建築学 建築構造 鉄骨コンクリート構造 鉄筋コンクリート構造 一体式構造
524.8,建築学 建築構造 各部構造 構造部分と構造要素
524.9,建築学 建築構造 防災構造
525.1,建築学 建築計画・施工 建築計画・設計
525.2,建築学 建築計画・施工 規矩術
525.3,建築学 建築計画・施工 仕様 積算 建築費
525.5,建築学 建築計画・施工 建築工事 施工各論
525.6,建築学 建築計画・施工 施工機械
525.8,建築学 建築計画・施工 建物の維持・管理
526.9,建築学 各種の建築 高層建築 ビルディング
527.1,建築学 住宅建築 設計 敷地 間取
527.2,建築学 住宅建築 玄関 広間 廊下 階段 地下室
527.3,建築学 住宅建築 台所 食堂 納戸
527.4,建築学 住宅建築 居間 床の間 寝室 書斎 応接室
527.5,建築学 住宅建築 子供室 老人室
527.6,建築学 住宅建築 浴室 化粧室 手洗所
527.7,建築学 住宅建築 別荘 バンガロー
527.8,建築学 住宅建築 共同住宅 集合住宅 アパート
527.9,建築学 住宅建築 寄宿舎 寮
528.1,建築学 建築設備 設備工学 衛生設備
528.2,建築学 建築設備 設備工学 空気調和 暖房 冷房 換気設備
528.3,建築学 建築設備 設備工学 煙突 煙道
528.4,建築学 建築設備 設備工学 エネルギー設備
528.5,建築学 建築設備 設備工学 機械・運搬設備
528.6,建築学 建築設備 設備工学 消火設備・機器 盗難防止施設
528.7,建築学 建築設備 設備工学 厨房設備
528.8,建築学 建築設備 設備工学 色彩調節
530.9,機械工学 機械工業
531.1,機械工学 機械力学・材料・設計 材料力学
531.2,機械工学 機械力学・材料・設計 機械材料 金属材料
531.3,機械工学 機械力学・材料・設計 機械の要素 機構学 機械力学
531.4,機械工学 機械力学・材料・設計 機械部分の締結法
531.5,機械工学 機械力学・材料・設計 軸 軸継手 軸受
531.6,機械工学 機械力学・材料・設計 歯車 歯車伝動装置
531.7,機械工学 機械力学・材料・設計 巻掛伝動装置 可撓体による伝動
531.8,機械工学 機械力学・材料・設計 潤滑技術 トライボロジー
531.9,機械工学 機械力学・材料・設計 機械設計
532.1,機械工学 機械工作 工作機械 旋盤
532.2,機械工学 機械工作 工作機械 ボール盤 中ぐり盤 穿孔加工
